Middl	DWID	Sex	Age	RaceName	CountyName 
3414280	84640875	F	60	Caucasian	Mecklenburg
3414318	84640913	M	63	Black	Mecklenburg
3414587	84641182	F	60	Caucasian	Mecklenburg
3414729	84641324	F	51	Black	Mecklenburg
4293370	85532538	M	62	Caucasian	Wake
4293463	85532632	F	62	Caucasian	Wake
4293831	85533002	M	61	Caucasian	Wake
4294023	85533195	F	58	Caucasian	Wake
4294411	85533585	F	61	Caucasian	Wake
4294442	85533616	F	66	Caucasian	Wake
4294493	85533667	M	63	Caucasian	Wake
4294868	85534042	M	60	Caucasian	Wake
4294959	85534133	F	62	Caucasian	Wake
4295070	85534245	F	49	Black	Wake
4295172	85534347	F	71	Caucasian	Wake
4295277	85534452	F	65	Caucasian	Wake
4295448	85534623	F	57	Caucasian	Wake
4295631	85534806	F	49	Caucasian	Haywood
4295997	85535172	M	72	Caucasian	Wake
4296131	85535306	M	58	Caucasian	Wake
4296355	85535531	F	67	Caucasian	Wake
4296408	85535585	F	57	Caucasian	Wake
4296893	85536071	F	72	Caucasian	Wake
4297083	85536263	F	52	Caucasian	Wake
4297350	85536533	F	46	Caucasian	Wake
4297596	85536779	F	57	Caucasian	Wake
4297640	85536823	M	58	Caucasian	Wake
4297826	85537009	M	47	Caucasian	Wake
4745054	173210025	F	37	Caucasian	New Hanover
4745220	173210191	F	28	Caucasian	New Hanover
4747913	173212884	F	82	Caucasian	New Hanover
4750563	173215534	M	67	Caucasian	New Hanover
4750723	173215694	F	32	Caucasian	Wake
4760691	173225662	F	64	Caucasian	New Hanover
4761097	173226068	F	29	Caucasian	Wake
4763365	173228336	F	61	Caucasian	New Hanover
4766898	173231869	F	27	Hispanic	New Hanover
4767997	173232968	F	39	Caucasian	New Hanover
4772532	173237503	F	38	Caucasian	New Hanover
4789676	173254647	F	59	Caucasian	Onslow
4311021	85550261	F	67	Caucasian	Wake
4311072	85550312	F	72	Caucasian	Wake
4311116	85550357	F	63	Caucasian	Wake
4311137	85550378	F	56	Caucasian	Wake
4311193	85550434	F	68	Caucasian	Wake
4311329	85550570	M	47	Caucasian	Wake
4312382	85551630	F	60	Caucasian	Wake
4312498	85551749	M	63	Caucasian	Pasquotank
4312502	85551753	F	63	Caucasian	Wake
4312684	85551938	F	51	Caucasian	Wake
4312689	85551943	F	65	Caucasian	Wake
4312723	85551977	F	52	Caucasian	Wake
4313231	85552487	F	60	Caucasian	Wake
4313555	85552813	M	75	Caucasian	Wake
4313824	85553085	M	60	Caucasian	Wake
4313913	85553175	F	63	Caucasian	Wake
4313981	85553243	F	55	Caucasian	Wake
4315076	85554345	F	67	Black	Wake
4315270	85554540	M	57	Caucasian	Wake
4315279	85554549	F	50	Caucasian	Wake
4315282	85554552	F	72	Caucasian	Wake
4315660	85554931	F	56	Caucasian	Wake
4315722	85554993	F	60	Caucasian	Wake
4315757	85555028	M	49	Caucasian	Wake
4315881	85555152	F	55	Caucasian	Wake
4315996	85555267	F	51	Caucasian	Wake
4316090	85555362	F	46	Caucasian	Wake
4316327	85555599	F	55	Caucasian	Wake
4316711	85555987	F	64	Caucasian	Wake
4317132	85556409	F	68	Black	Person
4317186	85556464	M	65	Caucasian	Wake
4317538	85556817	F	58	Caucasian	Wake
4318080	85557365	M	54	Caucasian	Johnston
4318384	85557670	M	49	Caucasian	Wake
4318390	85557676	F	58	Caucasian	Wake
4318490	85557777	F	62	Caucasian	Wake
4318523	85557810	F	43	Caucasian	Wake
4318874	85558161	F	48	Caucasian	Wake
4873582	173338553	M	55	Caucasian	Orange
4873599	173338570	F	46	Caucasian	Orange
4873946	173338917	F	56	Caucasian	Orange
4873981	173338952	F	61	Black	Orange
4874002	173338973	F	56	Caucasian	Orange
4874009	173338980	F	61	Caucasian	Orange
4874180	173339151	F	44	Caucasian	Orange
4874677	173339648	F	62	Caucasian	Orange
4874734	173339705	F	58	Caucasian	Orange
4875341	173340312	F	50	Caucasian	Orange
4875484	173340455	F	59	Caucasian	Orange
4875527	173340498	F	46	Caucasian	Orange
4875737	173340708	M	58	Caucasian	Orange
4875863	173340834	F	51	Caucasian	Orange
4875971	173340942	F	53	Caucasian	Orange
4876161	173341132	M	60	Caucasian	Orange
4876211	173341182	F	49	Black	Orange
4325520	85564843	F	42	Caucasian	Wake
4325683	85565007	F	43	Caucasian	Wake
4325806	85565131	F	55	Caucasian	Wake
4326217	85565544	F	61	Caucasian	Wake
4327148	85566478	F	49	Caucasian	Wake
4327416	85566747	F	57	Hispanic	Wake
4327642	85566975	M	41	Caucasian	Wake
4327747	85567080	F	64	Caucasian	Wake
4327835	85567169	M	66	Caucasian	Wake
4327907	85567241	M	65	Caucasian	Wake
4327923	85567257	F	58	Caucasian	Wake
4328428	85567767	F	55	Caucasian	Wake
4328526	85567867	F	62	Caucasian	Wake
4328650	85567992	M	49	Caucasian	Wake
4328838	85568180	F	64	Caucasian	New Hanover
4328844	85568186	F	66	Caucasian	Wake
4329228	85568572	F	56	Caucasian	Wake
4329249	85568593	F	55	Caucasian	Wayne
4329292	85568637	F	55	Caucasian	Wake
4329558	85568903	F	55	Caucasian	Wake
4329659	85569006	F	55	Caucasian	Wake
4329662	85569009	F	63	Caucasian	Wake
4330524	85569877	M	42	Caucasian	Wake
4330684	85570037	F	48	Caucasian	Wake
4330737	85570090	F	56	Black	Wake
4331152	85570509	F	63	Caucasian	Wake
4331229	85570586	M	56	Caucasian	Wake
4331332	85570689	F	54	Caucasian	Wake
4331896	85571256	F	58	Caucasian	Wake
4333194	85572560	F	61	Caucasian	Wake
4333610	85572978	F	64	Caucasian	Wake
4334146	85573518	F	58	Caucasian	Wake
4334748	85574123	M	57	Caucasian	Wake
4335156	85574532	F	66	Caucasian	Chatham
4335540	85574918	M	65	Black	Johnston
4336318	85575700	F	56	Black	Wake
4338547	85577943	M	57	Black	Wake
4339036	85578436	F	49	Caucasian	Alamance
4339418	85578820	F	62	Caucasian	Wake
4339630	85579035	F	51	Caucasian	
4339856	85579262	F	57	Caucasian	Wake
4339987	85579393	F	53	Caucasian	Wake
4341071	85580483	F	60	Caucasian	Wake
4341280	85580696	F	58	Caucasian	Wake
4341447	85580863	F	59	Caucasian	Wake
4341454	85580870	F	57	Caucasian	Wake
4341647	85581064	F	70	Caucasian	Wake
4342006	85581425	F	52	Caucasian	Wake
4342134	85581553	F	50	Caucasian	Wake
4342422	85581842	F	67	Caucasian	Wake
4342601	85582021	F	59	Caucasian	Wake
4342777	85582197	F	59	Caucasian	Wake
4342822	85582242	M	64	Black	Wake
4342908	85582328	F	55	Black	Wake
4343689	85583117	F	70	Caucasian	Wake
4343762	85583190	F	52	Black	Wake
4343835	85583264	F	48	Asian	Wake
4344153	85583585	M	59	Caucasian	Wake
4307038	85546255	F	56	Caucasian	Wake
4307594	85546814	M	59	Caucasian	Wake
4307807	85547027	F	61	Caucasian	Wake
4307813	85547033	M	67	Caucasian	Wake
4308339	85547564	M	68	Caucasian	Wake
4308676	85547902	M	65	Caucasian	Wake
4309067	85548296	F	52	Caucasian	Wake
4309095	85548324	F	69	Black	Wake
4309116	85548345	M	52	Caucasian	Wake
4309135	85548364	M	71	Caucasian	Wake
4309817	85549049	F	54	Caucasian	Wake
4310002	85549235	M	62	Caucasian	Wake
4310074	85549307	F	66	Caucasian	Wake
4310583	85549820	F	54	Caucasian	Wake
4310693	85549931	F	67	Caucasian	Wake
4310913	85550153	F	67	Caucasian	Wake
4310950	85550190	F	65	Caucasian	Wake
4311373	85550614	F	58	Caucasian	Wake
4311759	85551005	F	58	Caucasian	Wake
4312168	85551415	F	54	Caucasian	Wake
4312359	85551607	F	63	Caucasian	Wake
4312447	85551695	M	67	Caucasian	Wake
4312565	85551818	F	47	Caucasian	Wake
4312947	85552203	F	73	Caucasian	Carteret
4313095	85552351	M	67	Caucasian	Wake
4313137	85552393	F	53	Caucasian	Wake
4313722	85552983	M	58	Caucasian	Wake
4314697	85553964	F	43	Caucasian	Wake
4315307	85554577	M	65	Caucasian	Orange
4315727	85554998	F	59	Caucasian	Wake
4315783	85555054	F	56	Caucasian	Wake
4315916	85555187	F	71	Black	Wake
4316049	85555321	F	60	Caucasian	Wake
4316411	85555684	F	63	Caucasian	Wake
4263505	85502587	F	61	Caucasian	Wake
4263652	85502735	M	54	Caucasian	Wake
4263697	85502780	F	53	Caucasian	Wake
4263794	85502877	F	69	Caucasian	Wake
4263923	85503006	F	67	Caucasian	Wake
4264197	85503280	M	63	Black	Wake
4264583	85503668	M	76	Caucasian	Wake
4264655	85503740	F	63	Black	Wake
4264929	85504014	M	71	Caucasian	Wake
4264933	85504018	F	64	Caucasian	Wake
4265029	85504114	F	71	Caucasian	Wake
4265174	85504260	F	54	Caucasian	Wake
4265190	85504276	F	71	Caucasian	Wake
4265673	85504760	F	66	Caucasian	Wake
4265927	85505015	F	71	Caucasian	Wake
4266062	85505150	F	71	Caucasian	Wake
4266486	85505574	F	59	Caucasian	Wake
4266510	85505598	F	52	Caucasian	Wake
4266933	85506022	F	64	Caucasian	Wake
4267235	85506326	M	54	Caucasian	Wake
4267575	85506667	F	65	Caucasian	Wake
4268131	85507223	F	67	Caucasian	Wake
4268786	85507878	M	73	Caucasian	Wake
4268808	85507900	M	64	Native American	Wake
4269246	85508340	M	73	Caucasian	Wake
4269574	85508669	F	58	Caucasian	Wake
4269708	85508803	M	58	Caucasian	Wake
4269731	85508826	F	57	Caucasian	Wake
4269829	85508924	F	60	Black	Wake
4269981	85509077	F	64	Caucasian	Wake
4270003	85509100	F	57	Caucasian	Warren
4270138	85509235	F	51	Black	Wake
3462954	84689731	F	63	Caucasian	Mecklenburg
3463032	84689809	F	46	Caucasian	Mecklenburg
3463489	84690269	F	71	Caucasian	Mecklenburg
3464474	84691256	F	56	Caucasian	Mecklenburg
3464571	84691353	F	54	Black	Mecklenburg
3464827	84691611	F	58	Caucasian	Mecklenburg
3465573	84692360	F	64	Caucasian	Mecklenburg
3466006	84692796	F	67	Caucasian	Mecklenburg
3466011	84692801	F	67	Caucasian	Mecklenburg
3466101	84692892	F	57	Caucasian	Mecklenburg
3469098	84695902	F	68	Caucasian	Mecklenburg
3469252	84696057	F	57	Caucasian	Mecklenburg
3469686	84696493	F	73	Caucasian	Mecklenburg
3469831	84696638	F	68	Caucasian	Mecklenburg
3470557	84697367	M	65	Caucasian	Lincoln
3471155	84697966	F	44	Black	Mecklenburg
3471353	84698164	F	53	Caucasian	Mecklenburg
3471854	84698667	F	56	Caucasian	Mecklenburg
3472476	84699293	F	50	Caucasian	Mecklenburg
3472609	84699426	F	58	Caucasian	Mecklenburg
3472611	84699428	F	56	Caucasian	Mecklenburg
3473760	84700585	F	54	Caucasian	Mecklenburg
4276596	85515708	F	67	Caucasian	Wake
4276991	85516103	M	63	Caucasian	Wake
4277630	85516743	F	57	Caucasian	New Hanover
4278383	85517500	F	64	Caucasian	Wake
4278399	85517516	M	66	Caucasian	Wake
4278490	85517607	M	66	Caucasian	Wake
4278633	85517750	M	65	Caucasian	Wake
4278667	85517784	F	57	Caucasian	Wake
4278901	85518018	M	71	Caucasian	Wake
4279174	85518292	F	59	Caucasian	Wake
4280012	85519132	M	71	Caucasian	Wake
4280112	85519232	F	65	Caucasian	Wake
4280189	85519309	F	65	Caucasian	Wake
4280760	85519881	F	54	Black	Wake
4280914	85520035	F	51	Caucasian	Wake
4281074	85520196	F	59	Caucasian	Wake
4281842	85520966	F	64	Caucasian	Wake
4281949	85521073	F	56	Caucasian	Wake
4282260	85521385	F	65	Caucasian	Wake
4282415	85521540	F	54	Caucasian	Wake
4282498	85521624	F	70	Caucasian	Wake
4282674	85521802	M	62	Caucasian	Wake
4282734	85521862	M	76	Black	Wake
4282894	85522022	F	57	Caucasian	Wake
4282952	85522081	F	48	Caucasian	Wake
4283855	85522986	F	57	Caucasian	Wake
4283978	85523110	F	71	Caucasian	Wake
4284204	85523338	M	58	Caucasian	Wake
4284250	85523384	F	59	Caucasian	Wake
4284339	85523473	F	68	Caucasian	Wake
4284343	85523477	F	63	Caucasian	Wake
4284610	85523745	F	64	Caucasian	Wake
4284642	85523777	F	50	Caucasian	Wake
4284733	85523868	F	58	Caucasian	Wake
4284996	85524132	F	63	Caucasian	Wilkes
4285012	85524148	F	59	Caucasian	Wake
4285036	85524172	M	56	Black	Wake
4324358	85563678	M	52	Caucasian	Wake
4324986	85564308	F	57	Caucasian	Wake
4325032	85564354	M	59	Caucasian	Wake
4325519	85564842	F	61	Caucasian	Wake
4325914	85565240	F	56	Caucasian	Wake
4326525	85565855	M	72	Caucasian	Wake
4327028	85566358	F	59	Caucasian	Wake
4327777	85567111	F	57	Caucasian	Wake
4328304	85567642	F	43	Caucasian	Wake
4328350	85567689	F	48	Caucasian	Wake
4328679	85568021	F	49	Caucasian	Wake
4328750	85568092	F	54	Caucasian	Wake
4329164	85568507	F	72	Caucasian	Wake
4329389	85568734	F	53	Caucasian	Wake
3496836	84723780	M	59	Caucasian	Mecklenburg
3497026	84723970	M	68	Black	Mecklenburg
3497199	84724145	F	65	Caucasian	Union
3497981	84724934	M	62	Caucasian	Mecklenburg
3498248	84725201	F	57	Caucasian	Mecklenburg
3498838	84725795	F	62	Caucasian	Mecklenburg
3499015	84725974	F	47	Black	Rowan
3500348	84727312	F	64	Caucasian	Mecklenburg
3501183	84728149	F	54	Black	Mecklenburg
3501191	84728157	F	57	Caucasian	Mecklenburg
3501300	84728266	M	60	Black	Mecklenburg
3501893	84728860	F	53	Black	Mecklenburg
3502327	84729297	F	47	Caucasian	Mecklenburg
3502503	84729473	F	69	Black	Mecklenburg
3502508	84729478	F	47	Caucasian	Mecklenburg
3503504	84730480	F	49	Caucasian	Mecklenburg
3503562	84730538	M	61	Caucasian	Mecklenburg
3504261	84731241	F	54	Caucasian	Mecklenburg
3504840	84731824	F	65	Caucasian	Mecklenburg
3504868	84731853	F	58	Caucasian	Mecklenburg
3505140	84732125	M	48	Caucasian	Mecklenburg
3505877	84732865	F	66	Caucasian	Mecklenburg
4298467	85537657	F	58	Caucasian	Wake
4298641	85537832	M	51	Caucasian	Wake
4298854	85538045	F	61	Caucasian	Wake
4299200	85538393	F	72	Black	Wake
4299271	85538464	F	64	Black	Wake
4299276	85538469	F	51	Caucasian	Wake
4299340	85538533	F	61	Caucasian	Wake
4300121	85539317	F	54	Caucasian	Wake
4300198	85539394	F	62	Caucasian	Wake
4300875	85540071	M	55	Caucasian	Wake
4301178	85540375	F	53	Caucasian	Wake
4301406	85540603	F	52	Caucasian	Wake
4302116	85541315	F	58	Caucasian	Wake
4302387	85541589	F	51	Caucasian	Wake
4302447	85541649	F	52	Caucasian	Wake
4302655	85541857	F	60	Caucasian	Wake
4302759	85541961	F	51	Caucasian	Wake
4302775	85541977	F	60	Caucasian	Wake
4302790	85541992	F	58	Caucasian	Wake
4303218	85542422	F	62	Caucasian	Wake
4303565	85542770	F	76	Caucasian	Wake
4303587	85542792	M	54	Caucasian	Wake
4303758	85542964	M	56	Caucasian	Wake
4303912	85543118	F	53	Caucasian	Wake
4304043	85543250	F	59	Caucasian	Wake
4304143	85543350	F	55	Caucasian	Wake
4304150	85543357	F	55	Caucasian	Wake
4304205	85543412	F	66	Caucasian	Wake
4304593	85543802	F	60	Caucasian	Orange
4304684	85543893	F	68	Caucasian	Wake
4304739	85543948	F	62	Black	Wake
4304851	85544060	M	52	Caucasian	Wake
4305016	85544225	F	55	Caucasian	Wake
4305058	85544267	F	77	Caucasian	Wake
4305363	85544574	F	60	Caucasian	Wake
4305943	85545154	F	59	Caucasian	Wake
4305953	85545164	F	57	Black	Wake
4306689	85545905	F	50	Caucasian	Wake
4307559	85546779	F	45	Caucasian	Harnett
4307586	85546806	F	60	Caucasian	Wake
4308434	85547660	F	55	Caucasian	Wake
4308684	85547910	M	48	Caucasian	Wake
4308925	85548153	F	53	Caucasian	Wake
4308934	85548162	M	62	Caucasian	Wake
4309120	85548349	M	59	Caucasian	Wake
4309862	85549094	M	58	Caucasian	Pender
4309997	85549230	F	66	Caucasian	Wake
4310121	85549354	M	52	Caucasian	Wake
4310220	85549453	F	63	Caucasian	Wake
4310948	85550188	M	77	Caucasian	Wake
4311405	85550646	M	45	Caucasian	Wake
4311443	85550684	F	56	Caucasian	Wake
4311941	85551187	M	64	Caucasian	Wake
4312161	85551408	M	78	Caucasian	Wake
4312720	85551974	F	50	Caucasian	Wake
4289832	85528989	F	61	Caucasian	Wake
4290256	85529415	F	58	Caucasian	Wake
4290481	85529640	M	56	Caucasian	Wake
4290983	85530144	M	66	Caucasian	Wake
4291291	85530453	F	50	Caucasian	Wake
4291972	85531136	F	61	Caucasian	Wake
4292109	85531273	M	58	Caucasian	Durham
4292351	85531515	F	56	Caucasian	Wake
4292653	85531819	M	59	Caucasian	Wake
3400626	84627180	M	58	Caucasian	Mecklenburg
3400755	84627309	M	62	Black	Mecklenburg
3401425	84627981	F	62	Caucasian	Mecklenburg
3401888	84628444	F	69	Caucasian	Mecklenburg
3402233	84628791	F	82	Caucasian	Mecklenburg
3402446	84629005	F	66	Black	Mecklenburg
3403189	84629751	M	59	Caucasian	Mecklenburg
3403376	84629938	F	60	Caucasian	Mecklenburg
3403385	84629947	F	65	Caucasian	Mecklenburg
3403658	84630220	M	66	Black	Mecklenburg
3403726	84630288	F	62	Black	Mecklenburg
3404296	84630859	M	61	Caucasian	Mecklenburg
3404362	84630925	F	72	Black	Mecklenburg
3405438	84632003	F	71	Caucasian	Mecklenburg
3405488	84632053	F	59	Caucasian	Mecklenburg
3405939	84632507	M	72	Caucasian	Stanly
3406157	84632726	F	74	Caucasian	Mecklenburg
3406359	84632930	F	64	Caucasian	Mecklenburg
3406383	84632954	F	66	Caucasian	Mecklenburg
3406578	84633149	F	68	Caucasian	Mecklenburg
3406603	84633174	F	62	Caucasian	Mecklenburg
3406807	84633379	M	56	Caucasian	Mecklenburg
3407258	84633834	F	73	Caucasian	Mecklenburg
3407403	84633979	M	64	Caucasian	Mecklenburg
3407559	84634135	F	64	Caucasian	Mecklenburg
3407986	84634563	F	65	Caucasian	Mecklenburg
3408009	84634586	F	60	Caucasian	Mecklenburg
3408384	84634963	F	63	Caucasian	Mecklenburg
3408430	84635009	M	56	Caucasian	Mecklenburg
3408583	84635162	F	62	Caucasian	Mecklenburg
3409039	84635618	M	58	Black	Mecklenburg
3409071	84635650	F	57	Caucasian	Mecklenburg
3409226	84635805	M	68	Caucasian	Mecklenburg
3409535	84636116	F	68	Caucasian	Mecklenburg
3409573	84636154	F	62	Black	Mecklenburg
3409725	84636307	F	53	Caucasian	Mecklenburg
3410045	84636628	F	57	Black	Mecklenburg
3410516	84637100	F	51	Caucasian	Mecklenburg
3410688	84637275	F	57	Black	Mecklenburg
3411721	84638309	F	70	Caucasian	Mecklenburg
3412032	84638620	F	53	Caucasian	Mecklenburg
3412140	84638728	F	62	Caucasian	Henderson
3412610	84639199	M	62	Caucasian	Mecklenburg
3413336	84639928	F	62	Caucasian	Mecklenburg
3413688	84640280	F	64	Caucasian	Mecklenburg
3414056	84640651	F	61	Caucasian	Mecklenburg
3414249	84640844	F	57	Black	Mecklenburg
3414277	84640872	F	65	Caucasian	Mecklenburg
3414296	84640891	F	63	Caucasian	Mecklenburg
3414689	84641284	F	60	Caucasian	Mecklenburg
3414873	84641469	F	66	Caucasian	Mecklenburg
3415061	84641658	F	66	Caucasian	Mecklenburg
3415077	84641674	F	62	Caucasian	Mecklenburg
3415224	84641821	M	61	Caucasian	Mecklenburg
3415833	84642431	M	52	Caucasian	Mecklenburg
3416129	84642727	F	61	Caucasian	Mecklenburg
3416583	84643185	M	88	Caucasian	Mecklenburg
3416675	84643277	F	65	Caucasian	Mecklenburg
3416684	84643286	F	66	Black	Mecklenburg
3416812	84643414	F	61	Black	Mecklenburg
3417148	84643752	M	27	Caucasian	Mecklenburg
3417349	84643953	F	47	Black	Mecklenburg
3417749	84644354	F	61	Black	Mecklenburg
3417779	84644384	F	66	Black	Mecklenburg
4218433	85457179	F	49	Caucasian	Union
4219068	85457844	M	74	Caucasian	Union
4219187	85457975	F	54	Caucasian	Mecklenburg
4220061	85458900	F	44	Caucasian	Union
4221520	85460533	F	66	Black	Wake
4222192	85461206	M	53	Black	Wake
4222417	85461433	F	72	Caucasian	Wake
4222644	85461660	F	60	Caucasian	Wake
4224210	85463231	F	69	Caucasian	Wake
4224873	85463894	F	68	Caucasian	Wake
4225271	85464294	F	66	Caucasian	Wake
4225576	85464600	M	61	Caucasian	Wake
4226009	85465033	F	72	Caucasian	Wake
4227727	85466753	M	83	Caucasian	Wake
4228903	85467932	F	76	Caucasian	Wake
4229033	85468062	F	69	Caucasian	Wake
4876369	173341340	M	43	Caucasian	Orange
4876504	173341475	M	63	Caucasian	Orange
4876609	173341580	F	54	Caucasian	Orange
4876689	173341660	F	59	Caucasian	Orange
4876811	173341782	M	60	Caucasian	Orange
4876882	173341853	F	42	Caucasian	Orange
4876947	173341918	F	71	Caucasian	Orange
4877007	173341978	F	64	Caucasian	Orange
4877251	173342222	F	51	Caucasian	Orange
4877285	173342256	M	62	Caucasian	Orange
4877605	173342576	M	62	Caucasian	Orange
4877775	173342746	M	48	Caucasian	Orange
4878064	173343035	F	48	Caucasian	Orange
4878159	173343130	F	58	Caucasian	Orange
4878209	173343180	F	47	Caucasian	Orange
4878239	173343210	M	74	Caucasian	Orange
4878454	173343425	F	56	Caucasian	Orange
4878455	173343426	F	46	Caucasian	Orange
4878527	173343498	F	54	Caucasian	Orange
4878562	173343533	F	63	Caucasian	Orange
4878896	173343867	F	55	Caucasian	Orange
4878952	173343923	F	48	Caucasian	Orange
4879269	173344240	M	57	Caucasian	Orange
4879399	173344370	M	78	Caucasian	Orange
4879581	173344552	M	59	Caucasian	Orange
4879588	173344559	M	66	Caucasian	Orange
4879665	173344636	F	60	Caucasian	Orange
4879890	173344861	M	53	Caucasian	Orange
4880152	173345123	F	62	Caucasian	Orange
4880268	173345239	F	54	Caucasian	Orange
4880376	173345347	M	45	Caucasian	Orange
4880532	173345503	F	56	Caucasian	Orange
4880577	173345548	F	58	Caucasian	Alamance
4881037	173346008	F	59	Caucasian	Orange
4881058	173346029	F	59	Caucasian	Orange
4881585	173346556	F	57	Caucasian	Orange
4881613	173346584	M	53	Caucasian	Orange
4337313	85576700	F	64	Caucasian	Wake
4337761	85577151	F	62	Caucasian	Wake
4338189	85577583	F	62	Caucasian	Wake
4338912	85578310	M	51	Black	Wake
4338951	85578350	F	47	Caucasian	Wake
4339083	85578483	F	42	Caucasian	Wake
4339403	85578805	M	72	Caucasian	Wake
4339500	85578904	M	53	Caucasian	Wake
4339514	85578919	F	52	Caucasian	Wake
4339564	85578969	F	48	Caucasian	Wake
4339852	85579258	F	54	Caucasian	Wake
4339853	85579259	F	60	Caucasian	Guilford
4340365	85579774	F	53	Caucasian	Wake
4340436	85579846	F	51	Caucasian	Wake
4341119	85580531	F	50	Caucasian	Wake
4341242	85580656	F	52	Caucasian	Wake
4342306	85581726	M	70	Caucasian	Wake
4342387	85581807	F	63	Caucasian	Wake
4342703	85582123	F	56	Caucasian	Wake
4342744	85582164	M	69	Caucasian	Wake
4342800	85582220	F	51	Caucasian	Wake
4342994	85582415	F	54	Caucasian	Wake
4343151	85582572	F	41	Black	Wake
4343195	85582616	M	58	Caucasian	Wake
4343238	85582659	F	64	Black	Wake
4343429	85582851	F	59	Caucasian	Wake
4343741	85583169	F	48	Caucasian	Wake
4344335	85583773	F	50	Caucasian	Wake
4344386	85583825	M	57	Caucasian	Wake
4344436	85583875	F	62	Caucasian	Wake
4344579	85584018	F	59	Black	Wake
4344641	85584080	F	55	Caucasian	Wake
4344653	85584092	F	74	Caucasian	Wake
4894554	173359525	F	73	Caucasian	Orange
4894657	173359628	F	50	Caucasian	Orange
4894696	173359667	F	48	Caucasian	Orange
4894734	173359705	M	56	Caucasian	Orange
4894934	173359905	M	69	Caucasian	Durham
4894998	173359969	F	57	Caucasian	Orange
4896131	173361102	F	34	Caucasian	Orange
4896335	173361306	M	60	Caucasian	Orange
4896454	173361425	F	45	Caucasian	Orange
4897365	173362336	F	62	Caucasian	Orange
4898441	173363412	F	35	Caucasian	Orange
4898800	173363771	M	51	Caucasian	Orange
4899466	173364437	F	56	Caucasian	Durham
4899828	173364799	F	50	Caucasian	Orange
4899862	173364833	F	62	Caucasian	Orange
4900044	173365015	F	58	Caucasian	Wake
4900412	173365383	F	41	Caucasian	Orange
4900490	173365461	F	39	Caucasian	Orange
4900600	173365571	F	64	Caucasian	Orange
4902342	173367313	F	41	Caucasian	Orange
4902416	173367387	M	43	Caucasian	Orange
4902846	173367817	F	55	Caucasian	Orange
4903082	173368053	F	64	Caucasian	Surry
4903321	173368292	F	40	Caucasian	Orange
4904715	173369686	M	44	Caucasian	Orange
4905287	173370258	F	49	Caucasian	Orange
4905705	173370676	F	45	Caucasian	Orange
4906111	173371082	F	33	Caucasian	Orange
4906617	173371588	M	55	Caucasian	Orange
4906676	173371647	F	50	Caucasian	Orange
4907343	173372314	M	52	Caucasian	Henderson
4907606	173372577	M	60	Caucasian	Orange
4907719	173372690	F	48	Caucasian	Orange
4907806	173372777	F	42	Caucasian	Orange
4908046	173373017	F	76	Caucasian	Chatham
4908891	173373862	F	72	Caucasian	Orange
4908928	173373899	F	59	Caucasian	Orange
4909325	173374296	F	56	Caucasian	Orange
4909528	173374499	F	38	Caucasian	Durham
4909556	173374527	M	58	Caucasian	Orange
4909759	173374730	F	56	Caucasian	Orange
4910358	173375329	F	45	Caucasian	Orange
4910428	173375399	F	52	Caucasian	Durham
4910476	173375447	F	36	Caucasian	Orange
4910831	173375802	F	50	Caucasian	Orange
4911207	173376178	F	79	Caucasian	Orange
4911576	173376547	F	51	Caucasian	Buncombe
4912743	173377714	F	30	Caucasian	Orange
4913184	173378155	F	45	Caucasian	Orange
4913229	173378200	F	56	Caucasian	Orange
4913632	173378603	M	66	Caucasian	Durham
4913728	173378699	F	35	Caucasian	Orange
4916179	173381150	F	54	Caucasian	Orange
4916347	173381318	F	60	Caucasian	Orange
4916582	173381553	M	45	Caucasian	Orange
4916777	173381748	M	63	Caucasian	Orange
4917267	173382238	F	36	Hispanic	Orange
4918347	173383318	F	62	Caucasian	Durham
4918648	173383619	F	35	Caucasian	Orange
3876676	85112052	M	72	Caucasian	Montgomery
3880127	85115543	F	64	Caucasian	Montgomery
3880518	85115938	F	55	Black	Montgomery
3891917	85127446	M	29	Caucasian	Wake
3901880	85137534	M	69	Caucasian	Richmond
3902664	85138322	F	73	Caucasian	Richmond
3907771	85143437	F	67	Black	Richmond
3952248	85188128	F	56	Native American	Robeson
3978454	85214441	M	52	Native American	Wake
3978658	85214646	M	36	Native American	Robeson
3990280	85226459	F	31	Black	Columbus
3990662	85226848	F	31	Black	Robeson
3997147	85233443	F	54	Black	Scotland
4007433	85243793	M	50	Caucasian	Rutherford
4035918	85272508	F	54	Caucasian	Rutherford
4051858	85288600	M	44	Caucasian	Scotland
4058434	85295278	F	56	Caucasian	Scotland
4067482	85304399	F	57	Caucasian	Stanly
4083877	85320839	F	44	Caucasian	Stanly
4086384	85323357	M	61	Caucasian	Stanly
4087352	85324331	M	45	Black	Stanly
4105581	85342796	F	77	Caucasian	Transylvania
4107583	85344799	M	57	Caucasian	Transylvania
4113252	85350484	F	75	Caucasian	Transylvania
4115412	85352660	F	68	Caucasian	Transylvania
4117772	85355040	F	67	Caucasian	Transylvania
4120476	85357756	M	69	Caucasian	Transylvania
4120477	85357757	F	67	Caucasian	Transylvania
4120874	85358156	M	76	Caucasian	Transylvania
4122185	85359490	M	76	Caucasian	Transylvania
4123897	85361256	F	64	Caucasian	Transylvania
4125749	85363141	F	54	Caucasian	Transylvania
4126026	85363427	F	69	Caucasian	Transylvania
