Middl	DWID	Sex	Age	RaceName	CountyName 
1358126	171864872	F	55	Caucasian	Forsyth
1358186	171864932	M	49	Black	Forsyth
1358228	171864974	F	53	Caucasian	Forsyth
1358431	171865177	M	61	Caucasian	Forsyth
1359093	171865839	F	62	Caucasian	Forsyth
1359360	171866106	F	57	Caucasian	Forsyth
1359651	171866397	F	57	Caucasian	Forsyth
1359812	171866558	F	59	Caucasian	Forsyth
1360052	171866798	F	52	Caucasian	Forsyth
1360922	171867668	M	68	Caucasian	Forsyth
1361440	171868186	F	59	Caucasian	Forsyth
1361932	171868678	M	69	Caucasian	Forsyth
1361973	171868719	F	47	Caucasian	Forsyth
1362137	171868883	F	52	Caucasian	Forsyth
1362319	171869065	M	50	Caucasian	Forsyth
1362903	171869649	M	48	Caucasian	Forsyth
1363063	171869809	F	64	Caucasian	Forsyth
1363187	171869933	M	42	Caucasian	Forsyth
1363202	171869948	M	69	Caucasian	Forsyth
1809727	172316473	F	62	Caucasian	Guilford
1810515	172317261	M	59	Caucasian	Guilford
1811758	172318504	F	82	Black	Guilford
1812084	172318830	F	66	Caucasian	Guilford
1812110	172318856	M	48	Black	Guilford
1812261	172319007	F	64	Caucasian	Guilford
1812535	172319281	F	57	Caucasian	Guilford
1812542	172319288	F	45	Caucasian	Guilford
1813334	172320080	M	57	Caucasian	Guilford
1814008	172320754	F	43	Caucasian	Guilford
1814789	172321535	F	64	Caucasian	Guilford
1815272	172322018	F	73	Caucasian	Guilford
1815475	172322221	M	50	Black	Guilford
1816109	172322855	F	62	Caucasian	Guilford
1817474	172324220	M	45	Caucasian	Guilford
1817820	172324566	F	60	Caucasian	Guilford
1818561	172325307	F	51	Black	Guilford
1818713	172325459	F	48	Caucasian	Guilford
1818832	172325578	F	51	Caucasian	Guilford
1820024	172326770	M	62	Caucasian	Guilford
1820689	172327435	F	55	Caucasian	Guilford
1822191	172328937	M	64	Caucasian	Guilford
1811812	172318558	F	65	Caucasian	Guilford
1812606	172319352	F	60	Caucasian	Guilford
1812892	172319638	M	53	Caucasian	Guilford
1813743	172320489	F	48	Caucasian	Guilford
1815704	172322450	F	54	Caucasian	Guilford
1815826	172322572	F	56	Caucasian	Guilford
1815906	172322652	F	47	Caucasian	Guilford
1816025	172322771	F	52	Asian	Guilford
1817209	172323955	M	58	Caucasian	Guilford
1817676	172324422	F	51	Black	Guilford
1818006	172324752	M	63	Caucasian	Guilford
1818273	172325019	F	47	Caucasian	Guilford
1819917	172326663	F	51	Caucasian	Pitt
1820076	172326822	F	46	Caucasian	Forsyth
1820818	172327564	F	60	Caucasian	Guilford
1821582	172328328	M	51	Caucasian	Guilford
1821750	172328496	F	47	Caucasian	Guilford
1822463	172329209	F	41	Caucasian	Guilford
1824528	172331274	F	51	Caucasian	Guilford
1825771	172332517	F	70	Black	Guilford
1826120	172332866	M	45	Caucasian	Guilford
1826386	172333132	F	47	Caucasian	Guilford
1827748	172334494	F	45	Caucasian	Union
1828389	172335135	F	49	Caucasian	Guilford
1828427	172335173	M	60	Caucasian	Guilford
1828794	172335540	F	58	Caucasian	Guilford
1829354	172336100	F	62	Caucasian	Guilford
1830899	172337645	F	46	Caucasian	Guilford
1831011	172337757	F	60	Caucasian	Guilford
1831829	172338575	F	44	Caucasian	Guilford
1832466	172339212	M	56	Caucasian	Guilford
1832515	172339261	F	56	Caucasian	Guilford
1832785	172339531	F	64	Caucasian	Guilford
1172988	171679734	F	68	Caucasian	Durham
1174309	171681055	F	58	Caucasian	Durham
1174850	171681596	F	40	Caucasian	Durham
1176298	171683044	M	64	Caucasian	Durham
1176709	171683455	F	56	Black	Durham
1176849	171683595	F	53	Caucasian	Durham
1176893	171683639	F	53	Caucasian	Durham
1742905	172249651	F	60	Caucasian	Guilford
1743765	172250511	F	62	Caucasian	Guilford
1743978	172250724	M	69	Caucasian	Guilford
1744232	172250978	F	76	Caucasian	Guilford
1744333	172251079	F	63	Caucasian	Guilford
1744351	172251097	M	58	Caucasian	Guilford
1745469	172252215	F	65	Caucasian	Guilford
1745519	172252265	F	58	Caucasian	Guilford
1745653	172252399	F	71	Black	Guilford
1746088	172252834	M	67	Caucasian	Guilford
1747248	172253994	F	61	Caucasian	Guilford
1747376	172254122	F	72	Caucasian	Guilford
1747387	172254133	M	47	Caucasian	Guilford
1747605	172254351	F	56	Caucasian	Guilford
1747608	172254354	M	72	Caucasian	Guilford
1747621	172254367	F	61	Caucasian	Guilford
1747717	172254463	F	65	Caucasian	Guilford
1747935	172254681	F	69	Black	Guilford
1747945	172254691	F	43	Caucasian	Guilford
1750303	172257049	F	61	Caucasian	Guilford
1750305	172257051	F	68	Caucasian	Guilford
1750792	172257538	F	73	Caucasian	Guilford
1751391	172258137	M	72	Caucasian	Guilford
1751428	172258174	F	66	Caucasian	Guilford
1751444	172258190	F	78	Caucasian	Guilford
1751896	172258642	F	70	Caucasian	Guilford
1752794	172259540	M	65	Caucasian	Guilford
1752877	172259623	F	59	Caucasian	Guilford
1752906	172259652	M	66	Caucasian	Guilford
1752939	172259685	F	62	Caucasian	Guilford
1752965	172259711	M	75	Caucasian	Guilford
1753309	172260055	M	60	Caucasian	Guilford
1754186	172260932	F	72	Caucasian	Guilford
1754220	172260966	F	50	Caucasian	Guilford
1754931	172261677	M	69	Caucasian	Guilford
1756046	172262792	M	70	Caucasian	Guilford
1756282	172263028	F	49	Black	Guilford
1756767	172263513	M	71	Caucasian	Guilford
1756822	172263568	F	57	Caucasian	Guilford
1756917	172263663	M	61	Caucasian	Guilford
1757264	172264010	F	56	Caucasian	Forsyth
1758376	172265122	F	70	Caucasian	Guilford
1758404	172265150	M	62	Caucasian	Guilford
1758766	172265512	M	65	Black	Guilford
1759049	172265795	M	78	Caucasian	Guilford
1759878	172266624	M	73	Caucasian	Guilford
1760511	172267257	F	56	Caucasian	Guilford
1760913	172267659	F	67	Caucasian	Guilford
1114969	171621715	F	62	Caucasian	Durham
1115071	171621817	F	64	Caucasian	Durham
1115075	171621821	M	69	Caucasian	Durham
1115129	171621875	F	68	Caucasian	Durham
2866	32517209	F	65	Caucasian	Moore
3720	32151368	F	61	Caucasian	Buncombe
3881	32393737	F	53	Caucasian	Brunswick
4016	32036616	F	54	Caucasian	Wake
4616	31970189	F	55	Caucasian	Brunswick
5242	31494072	F	62	Caucasian	Nash
5856	31209893	F	47	Caucasian	Wake
7777	30085485	F	77	Caucasian	Guilford
7862	30140390	M	45	Caucasian	Wake
7891	30192406	F	71	Caucasian	Pamlico
8698	29716131	F	67	Caucasian	Brunswick
8833	29862702	F	64	Black	Mecklenburg
9467	29260883	F	49	Caucasian	Wake
9799	28908738	M	41	Caucasian	Durham
10064	28484199	M	44	Caucasian	Buncombe
11467	26723881	M	57	Caucasian	Orange
12610	26242488	F	59	Caucasian	Buncombe
12910	26065483	F	51	Caucasian	Henderson
13443	25554295	F	67	Caucasian	Gaston
17113	23613962	F	61	Caucasian	Union
19388	22521999	F	45	Caucasian	Wake
20015	22370902	F	63	Caucasian	Transylvania
20223	22342929	F	41	Caucasian	Durham
22788	20840306	F	63	Caucasian	Gaston
23362	20792611	M	39	Caucasian	Durham
23584	20493226	F	58	Caucasian	Guilford
23624	20211123	F	48	Caucasian	Forsyth
24683	18796720	F	59	Caucasian	Brunswick
24960	19116710	F	68	Caucasian	Dare
25034	18619346	F	68	Caucasian	Wake
25193	18542268	F	43	Caucasian	Union
25286	18196257	F	62	Asian	Wake
25683	17394672	F	70	Black	Moore
26402	16953461	F	72	Caucasian	Rockingham
27122	15979543	M	91	Caucasian	Macon
27816	14495811	F	60	Caucasian	Forsyth
27950	14100181	F	72	Black	Union
28303	13893959	F	63	Caucasian	Guilford
29002	12975261	F	45	Caucasian	Orange
29034	12910142	F	77	Caucasian	Cabarrus
29183	12701769	F	49	Caucasian	Cabarrus
29337	12676208	F	73	Caucasian	Johnston
30978	10084195	F	48	Caucasian	Orange
30995	10195981	F	39	Caucasian	Henderson
31102	10577909	F	46	Caucasian	Harnett
31225	10362807	F	45	Caucasian	Guilford
31325	9796684	F	42	Caucasian	Orange
32947	8319579	F	58	Caucasian	Mecklenburg
33466	8180392	F	35	Caucasian	Craven
33775	7706125	M	34	Caucasian	Wake
34601	7264768	F	33	Hispanic	Durham
36398	5860972	F	74	Caucasian	Stanly
36903	5731269	F	60	Caucasian	Guilford
38175	5065648	F	66	Caucasian	Buncombe
38564	4842240	F	58	Caucasian	Chatham
38882	4315311	F	68	Caucasian	Union
39840	3860466	F	30	Caucasian	Durham
39874	3936062	F	70	Caucasian	Brunswick
40631	2957602	F	30	Caucasian	Wake
40643	2994325	F	65	Caucasian	Cleveland
41800	2226264	F	53	Caucasian	Mecklenburg
42126	1772003	F	32	Caucasian	Orange
47506	85852916	F	46	Caucasian	Wake
48355	85853807	M	52	Caucasian	Wake
49252	85854743	M	61	Caucasian	Wake
53284	85858938	F	52	Black	Wake
54307	85860005	M	36	Caucasian	Wake
54312	85860010	F	51	Caucasian	Wake
54724	85860438	F	54	Caucasian	Beaufort
55008	85860734	F	50	Caucasian	Granville
55531	85861274	M	72	Caucasian	Wake
56677	85862473	M	34	Caucasian	Wake
57399	85863230	F	37	Caucasian	Orange
57481	85863315	F	35	Caucasian	Wake
58245	85864109	M	38	Caucasian	Wake
59068	85864963	M	51	Caucasian	Wake
59984	85865915	M	72	Caucasian	Wake
62277	85868288	F	32	Hispanic	Wake
62564	85868587	F	29	Caucasian	Wake
63254	85869299	F	31	Caucasian	Durham
63290	85869336	F	58	Caucasian	Watauga
63454	85869505	F	48	Caucasian	Wake
64011	85870075	F	42	Caucasian	Wake
66041	85872169	M	29	Caucasian	Orange
68928	85875143	F	50	Caucasian	Wake
70555	85876826	F	67	Caucasian	Wake
70807	85877085	M	39	Caucasian	Wake
70828	85877106	F	45	Black	Wake
71856	85878159	F	78	Caucasian	Wake
72930	85879263	F	40	Asian	Wake
73130	85879466	F	28	Caucasian	Wake
73297	85879638	F	44	Caucasian	Wake
73484	85879834	M	43	Caucasian	Wake
75537	85881958	F	37	Caucasian	Wake
79802	85886340	M	54	Caucasian	Wake
79836	85886374	F	28	Caucasian	Orange
87323	85894090	F	55	Caucasian	Wake
1143575	171650321	F	70	Caucasian	Durham
1143878	171650624	F	59	Caucasian	Durham
1144309	171651055	F	58	Caucasian	Durham
1144356	171651102	F	60	Caucasian	Durham
1144441	171651187	M	60	Caucasian	Durham
1144505	171651251	M	59	Caucasian	Durham
1144649	171651395	F	57	Middle Eastern	Durham
1144653	171651399	F	43	Black	Durham
1144817	171651563	F	57	Caucasian	Durham
1145823	171652569	M	60	Caucasian	Durham
1145898	171652644	F	68	Caucasian	Durham
1146017	171652763	M	62	Caucasian	Durham
1147002	171653748	F	70	Caucasian	Durham
1147415	171654161	F	57	Caucasian	Durham
1148346	171655092	F	45	Caucasian	Wake
1148396	171655142	F	56	Caucasian	Durham
1148730	171655476	M	61	Caucasian	Durham
1148952	171655698	F	70	Caucasian	Durham
1149093	171655839	F	55	Caucasian	Durham
1149318	171656064	F	55	Caucasian	Durham
1149354	171656100	F	45	Caucasian	Durham
1149534	171656280	F	51	Caucasian	Durham
1149843	171656589	F	53	Caucasian	Durham
1150288	171657034	F	82	Black	Durham
1150715	171657461	F	66	Caucasian	Durham
1150839	171657585	M	52	Caucasian	Durham
1150961	171657707	F	51	Caucasian	Durham
1151088	171657834	F	40	Caucasian	Durham
1151139	171657885	M	53	Caucasian	Durham
1151303	171658049	F	61	Caucasian	Durham
1151397	171658143	F	56	Caucasian	Durham
1151449	171658195	F	42	Black	Durham
1151669	171658415	F	47	Caucasian	Durham
1151808	171658554	F	51	Caucasian	Durham
1152066	171658812	F	58	Caucasian	Durham
1152435	171659181	F	63	Caucasian	Durham
1152480	171659226	M	64	Caucasian	Durham
1153300	171660046	F	42	Black	Durham
1153537	171660283	F	68	Caucasian	Durham
1154230	171660976	F	73	Caucasian	Durham
1155265	171662011	M	60	Black	Durham
1155505	171662251	M	68	Caucasian	Durham
1155800	171662546	F	50	Black	Durham
1155897	171662643	F	57	Caucasian	Durham
1156598	171663344	F	63	Caucasian	Durham
1156628	171663374	M	64	Caucasian	Durham
1156977	171663723	F	63	Caucasian	Durham
1157198	171663944	M	61	Caucasian	Durham
1157199	171663945	F	49	Caucasian	Durham
1157326	171664072	M	51	Black	Granville
1157380	171664126	F	45	Caucasian	Durham
1157383	171664129	F	62	Caucasian	Durham
1157385	171664131	M	55	Caucasian	Durham
1157403	171664149	F	57	Caucasian	Durham
1157733	171664479	F	53	Caucasian	Durham
1158043	171664789	F	72	Caucasian	Durham
1158101	171664847	F	63	Caucasian	Orange
1158324	171665070	F	57	Caucasian	Durham
1158523	171665269	F	50	Caucasian	Durham
1158904	171665650	F	76	Caucasian	Durham
1158972	171665718	M	68	Caucasian	Durham
1159279	171666025	F	50	Caucasian	Durham
1159609	171666355	F	71	Caucasian	Durham
1160023	171666769	F	73	Caucasian	Durham
1160341	171667087	F	49	Caucasian	Durham
1160477	171667223	F	52	Caucasian	Durham
1160699	171667445	F	52	Caucasian	Durham
1160899	171667645	F	44	Caucasian	Durham
1160931	171667677	F	48	Caucasian	Durham
1162011	171668757	F	47	Caucasian	Durham
1162086	171668832	F	55	Black	Durham
1162092	171668838	F	39	Caucasian	Durham
1162345	171669091	F	49	Caucasian	Granville
1162414	171669160	F	41	Caucasian	Durham
1162568	171669314	F	59	Caucasian	Durham
1162741	171669487	F	46	Caucasian	Durham
1162790	171669536	F	68	Caucasian	Durham
1162851	171669597	M	58	Caucasian	Durham
1163917	171670663	F	47	Caucasian	Durham
1164174	171670920	F	60	Caucasian	Durham
1164424	171671170	F	52	Caucasian	Durham
1164487	171671233	F	64	Caucasian	Durham
1164688	171671434	F	46	Caucasian	Wake
1164917	171671663	F	49	Caucasian	Durham
1165300	171672046	M	47	Caucasian	Orange
1165518	171672264	M	44	Caucasian	Durham
1165983	171672729	M	74	Caucasian	Durham
1166044	171672790	F	71	Caucasian	Durham
1166109	171672855	F	57	Black	Durham
1166324	171673070	F	51	Black	Durham
1166838	171673584	M	43	Caucasian	Durham
1167001	171673747	M	50	Caucasian	Durham
110088	85917437	M	56	Caucasian	Wake
113228	85920627	F	34	Caucasian	Wake
115291	85922728	M	33	Caucasian	Wake
115758	85923204	F	40	Caucasian	Wake
115915	85923363	M	34	Caucasian	Wake
121817	85929417	F	35	Caucasian	Wake
124274	85931985	F	45	Caucasian	Wake
125645	85933407	F	67	Caucasian	Wake
125705	85933470	F	55	Caucasian	Wake
126987	85934811	F	49	Black	Wake
129258	85937199	F	37	Caucasian	Wake
130798	85938819	F	27	Caucasian	Wake
133337	85941396	F	27	Black	Wake
135148	85943325	F	43	Caucasian	Wake
135288	85943474	F	66	Caucasian	Wake
135926	85944151	F	56	Caucasian	Wake
136160	85944402	F	43	Caucasian	Wake
137388	85945709	F	48	Caucasian	Wake
137489	85945815	F	52	Caucasian	Wake
137608	85945939	F	59	Caucasian	Wake
139141	85947571	F	74	Caucasian	Wake
139940	85948439	M	52	Caucasian	Wake
140390	85948917	M	72	Caucasian	Orange
141359	85949948	F	37	Caucasian	Wake
141520	85950121	F	71	Caucasian	Wake
143731	85952480	F	59	Caucasian	Wake
145094	85953936	M	61	Caucasian	Pender
146925	85955860	F	67	Caucasian	Wake
150925	85960037	F	26	Caucasian	Guilford
151887	85961051	F	42	Caucasian	Wake
152257	85961450	F	51	Caucasian	Cabarrus
152330	85961529	F	52	Caucasian	Wake
152793	85962019	M	35	Caucasian	Wake
156337	89253092	F	51	Caucasian	Wake
156575	89345986	M	75	Black	Sampson
156995	89512015	M	65	Caucasian	Brunswick
157335	89764878	F	72	Caucasian	Pender
159085	90893030	F	74	Caucasian	Brunswick
160596	91524562	M	73	Caucasian	New Hanover
161751	91929271	F	72	Caucasian	Dare
162359	92126025	F	63	Caucasian	Davidson
164701	94036974	M	41	Caucasian	Buncombe
165858	95833791	F	56	Caucasian	Orange
167827	99680836	F	60	Caucasian	Johnston
168681	100672759	F	69	Caucasian	Onslow
171166	104016156	F	71	Caucasian	Brunswick
172095	105281349	F	63	Caucasian	Alamance
172573	105835391	F	45	Caucasian	Orange
174108	107738357	F	60	Caucasian	Buncombe
177584	109018308	M	46	Caucasian	Wake
181447	111486790	F	35	Caucasian	Orange
183206	112758186	F	42	Caucasian	Buncombe
186641	113656306	F	28	Caucasian	Buncombe
187233	113758172	F	63	Caucasian	Brunswick
187883	113862262	F	53	Caucasian	Wake
187967	113876115	F	45	Caucasian	Washington
195279	116304241	F	63	Caucasian	Wake
198933	117910025	F	46	Black	Mecklenburg
199036	117993423	F	50	Black	Johnston
199077	118010111	F	37	Caucasian	Forsyth
199998	118483984	F	57	Black	Cabarrus
200450	118817988	F	59	Caucasian	Brunswick
200758	118986589	F	30	Caucasian	Wake
200804	119011449	F	66	Caucasian	Henderson
200890	119049178	F	49	Caucasian	Wake
201718	119568254	F	64	Caucasian	Moore
203561	120400534	F	55	Caucasian	Dare
204044	120558718	F	54	Caucasian	Mecklenburg
205328	120944734	F	71	Caucasian	Brunswick
205769	121098296	F	54	Caucasian	Guilford
206053	121195409	F	64	Caucasian	Buncombe
206143	121227850	F	51	Caucasian	Cabarrus
206511	121364706	F	70	Caucasian	Cabarrus
206790	121505997	F	54	Black	Pasquotank
206828	121523348	M	52	Caucasian	Burke
211471	144455281	F	39	Caucasian	Durham
216543	159790621	F	36	Caucasian	Mecklenburg
216649	159960420	F	40	Caucasian	Union
217197	160387142	F	35	Caucasian	Wake
219159	161350844	F	47	Caucasian	Durham
219645	161375518	F	58	Caucasian	Brunswick
220145	161407370	M	67	Caucasian	Wilkes
220291	161416277	F	60	Caucasian	Brunswick
222148	161544374	F	57	Caucasian	Currituck
230365	164624204	M	70	Caucasian	Moore
239251	166037746	M	47	Caucasian	Wake
240907	167403147	F	60	Caucasian	Guilford
241285	167615315	M	51	Black	Forsyth
241623	167756136	F	56	Caucasian	Carteret
242208	168023657	M	65	Caucasian	Durham
243206	168425200	F	45	Caucasian	
245091	168979277	F	53	Caucasian	Mecklenburg
260032	170766778	M	51	Caucasian	Alexander
262255	170769001	F	43	Caucasian	Alexander
1306613	171813359	M	75	Caucasian	Forsyth
1310860	171817606	M	73	Caucasian	Forsyth
1311192	171817938	M	71	Caucasian	Forsyth
313349	170820095	F	39	Caucasian	Alamance
313709	170820455	F	70	Caucasian	Alamance
315855	170822601	F	45	Caucasian	Alamance
318945	170825691	M	57	Caucasian	Alamance
319469	170826215	F	64	Black	Orange
321309	170828055	F	62	Caucasian	Alamance
323261	170830007	M	55	Caucasian	Alamance
326149	170832895	F	36	Caucasian	Alamance
329674	170836420	F	68	Caucasian	Alamance
331062	170837808	F	74	Black	Alamance
339675	170846421	F	73	Caucasian	Alamance
339765	170846511	F	46	Caucasian	Alamance
339899	170846645	F	42	Caucasian	Alamance
342576	170849322	F	65	Caucasian	Alamance
347174	170853920	F	55	Caucasian	Alamance
359617	170866363	F	81	Caucasian	Brunswick
363641	170870387	M	78	Caucasian	Brunswick
380314	170887060	F	60	Caucasian	Brunswick
382719	170889465	F	49	Caucasian	Brunswick
385054	170891800	F	71	Caucasian	Brunswick
385193	170891939	F	73	Caucasian	Brunswick
387110	170893856	M	77	Caucasian	Brunswick
393608	170900354	F	67	Caucasian	Brunswick
394149	170900895	F	65	Black	Brunswick
394849	170901595	F	34	Caucasian	Brunswick
395288	170902034	F	55	Caucasian	Brunswick
395607	170902353	M	67	Caucasian	Brunswick
395937	170902683	M	31	Black	Guilford
396653	170903399	M	79	Caucasian	Brunswick
397800	170904546	M	69	Caucasian	Brunswick
397923	170904669	F	60	Caucasian	Brunswick
402698	170909444	F	72	Caucasian	Brunswick
403254	170910000	F	67	Caucasian	Brunswick
405478	170912224	F	39	Caucasian	Brunswick
405570	170912316	M	75	Caucasian	Brunswick
406408	170913154	F	72	Caucasian	Brunswick
407775	170914521	F	39	Caucasian	Brunswick
411077	170917823	F	58	Caucasian	Brunswick
414105	170920851	F	71	Caucasian	Brunswick
414819	170921565	F	65	Caucasian	Brunswick
420120	170926866	F	74	Caucasian	Brunswick
428745	170935491	F	64	Caucasian	Durham
430805	170937551	F	30	Caucasian	Buncombe
443677	170950423	F	64	Caucasian	Burke
475020	170981766	F	31	Caucasian	Burke
477278	170984024	M	41	Caucasian	Burke
481276	170988022	M	60	Caucasian	Burke
491735	170998481	F	34	Caucasian	Cabarrus
491974	170998720	F	60	Caucasian	Cabarrus
493172	170999918	F	26	Caucasian	Cabarrus
495139	171001885	F	29	Caucasian	Alamance
507968	171014714	F	52	Caucasian	Caldwell
516544	171023290	F	66	Caucasian	Burke
529111	171035857	F	60	Caucasian	Caldwell
537210	171043956	F	43	Caucasian	Caldwell
558415	171065161	F	82	Caucasian	Carteret
1363798	171870544	M	56	Caucasian	Forsyth
1363937	171870683	F	64	Caucasian	Forsyth
1363983	171870729	F	54	Caucasian	Forsyth
1364044	171870790	M	48	Caucasian	Forsyth
1364730	171871476	F	73	Black	Forsyth
1365108	171871854	F	67	Caucasian	Forsyth
1365391	171872137	F	46	Black	Forsyth
1365768	171872514	F	48	Caucasian	Forsyth
1365770	171872516	F	50	Caucasian	Forsyth
1365976	171872722	F	61	Caucasian	Forsyth
1366278	171873024	F	57	Caucasian	Forsyth
1367325	171874071	F	43	Caucasian	Forsyth
1368030	171874776	F	45	Black	Forsyth
1368063	171874809	F	60	Caucasian	Forsyth
1368438	171875184	F	67	Caucasian	Forsyth
1368844	171875590	F	61	Caucasian	Forsyth
1369561	171876307	F	43	Caucasian	Forsyth
1370005	171876751	F	40	Caucasian	Forsyth
1370319	171877065	F	59	Caucasian	Forsyth
1371039	171877785	M	66	Caucasian	Alexander
1371234	171877980	F	64	Caucasian	Forsyth
1371329	171878075	M	73	Caucasian	Forsyth
1371751	171878497	F	56	Caucasian	Forsyth
1339622	171846368	F	53	Caucasian	Forsyth
1339659	171846405	F	60	Caucasian	Forsyth
1340222	171846968	F	60	Caucasian	Forsyth
1341050	171847796	M	56	Caucasian	Forsyth
1341217	171847963	F	74	Caucasian	Forsyth
1341361	171848107	F	48	Caucasian	Forsyth
1342608	171849354	F	66	Caucasian	Forsyth
1342739	171849485	F	74	Black	Forsyth
1342784	171849530	F	72	Black	Forsyth
1342947	171849693	F	62	Caucasian	Forsyth
1343231	171849977	F	58	Caucasian	Forsyth
1343382	171850128	F	49	Black	Forsyth
442	12528407	F	68	Caucasian	Alexander
539	18221668	F	65	Caucasian	Mecklenburg
1574	34031886	F	55	Asian	Mecklenburg
1944	33421716	F	57	Black	Brunswick
4335	32068164	F	68	Caucasian	Union
5917	31277971	F	64	Caucasian	Brunswick
5966	30968364	F	69	Caucasian	Pasquotank
6150	30974804	F	60	Caucasian	Durham
7057	30525335	F	74	Caucasian	Johnston
7204	30316657	F	74	Caucasian	Brunswick
7341	30263542	F	52	Caucasian	Bladen
7630	30114329	F	52	Caucasian	Carteret
8256	29907404	F	33	Black	Guilford
9489	29466967	F	37	Caucasian	Buncombe
10425	28036961	M	39	Caucasian	Wake
10644	28098390	F	62	Caucasian	Buncombe
10678	27155255	M	56	Caucasian	Henderson
13405	25682707	F	43	Caucasian	Durham
17520	23575605	F	56	Black	Durham
19703	22463761	F	43	Caucasian	Mecklenburg
20268	22205715	F	56	Caucasian	Guilford
21580	21497741	F	47	Caucasian	New Hanover
22832	20672811	F	65	Black	Brunswick
22839	20693539	F	48	Caucasian	Mecklenburg
23028	20652853	F	68	Caucasian	Buncombe
23609	20114026	F	48	Hispanic	Wake
24637	19237490	F	73	Caucasian	Iredell
24995	18506633	M	59	Caucasian	Mecklenburg
25634	17930572	F	65	Caucasian	Wake
26049	17027573	F	80	Caucasian	Chatham
26230	16944236	F	60	Caucasian	Pamlico
26233	16947069	F	75	Black	Durham
27047	15654945	F	64	Caucasian	Henderson
27398	16428829	F	47	Caucasian	Durham
28240	14440953	F	77	Caucasian	Brunswick
28750	13174444	F	42	Caucasian	Guilford
29351	12626378	F	53	Caucasian	Cumberland
29512	12604366	F	68	Caucasian	Wake
31138	9933698	F	85	Caucasian	Wake
31345	9964568	F	71	Caucasian	Brunswick
31846	8842297	F	66	Caucasian	Transylvania
31894	9281283	F	44	Caucasian	Durham
32004	8790366	F	64	Caucasian	Transylvania
32174	9099883	F	72	Caucasian	Durham
32180	9151666	M	40	Caucasian	Durham
32567	8377057	F	65	Caucasian	Avery
33349	8065258	F	73	Caucasian	Wilson
34037	7429758	F	39	Caucasian	Buncombe
34293	7554481	F	45	Caucasian	Iredell
38707	4393430	F	42	Caucasian	Wake
40213	3278478	F	38	Caucasian	Buncombe
40939	2825771	F	59	Caucasian	Durham
42665	129998	F	59	Caucasian	Mecklenburg
43112	2210094	F	64	Caucasian	Iredell
43248	2118068	F	47	Black	Wake
46494	85851872	F	41	Caucasian	Pitt
48963	85854438	F	55	Caucasian	Wake
50889	85856458	F	29	Caucasian	Wake
57655	85863496	F	32	Black	Wake
59143	85865040	F	67	Caucasian	Wake
59176	85865073	F	57	Caucasian	Wake
60985	85866950	F	31	Caucasian	Wake
61101	85867070	F	41	Caucasian	Durham
61292	85867268	F	44	Caucasian	Wake
62110	85868118	F	47	Caucasian	Wake
62367	85868380	F	48	Caucasian	Wake
65024	85871118	M	58	Caucasian	Wake
66846	85872999	F	28	Caucasian	Durham
67847	85874033	F	40	Caucasian	Forsyth
69403	85875633	M	77	Caucasian	Wake
72091	85878403	F	30	Caucasian	Durham
79727	85886262	F	64	Caucasian	Durham
80965	85887551	F	28	Caucasian	Wake
81040	85887626	M	30	Caucasian	Wake
82688	85889323	F	67	Caucasian	Wake
84972	85891668	F	58	Caucasian	Wake
88077	85894874	F	37	Caucasian	Harnett
89707	85896538	F	32	Caucasian	Wake
91102	85897976	F	85	Caucasian	Wake
92767	85899680	F	31	Caucasian	Wake
100852	85908008	M	41	Caucasian	Wake
1371835	171878581	M	59	Caucasian	Forsyth
1372065	171878811	M	82	Caucasian	Forsyth
1373154	171879900	F	60	Caucasian	Forsyth
1374561	171881307	M	48	Caucasian	Forsyth
1374788	171881534	F	46	Caucasian	Forsyth
1374943	171881689	F	48	Caucasian	Forsyth
1375413	171882159	F	69	Black	Forsyth
1376390	171883136	F	53	Caucasian	Forsyth
1376519	171883265	M	45	Caucasian	Forsyth
1377237	171883983	M	49	Caucasian	Forsyth
1377272	171884018	F	54	Black	Forsyth
1377603	171884349	M	68	Caucasian	Forsyth
1378083	171884829	F	54	Caucasian	Forsyth
1378579	171885325	M	59	Caucasian	Forsyth
1379435	171886181	F	59	Caucasian	Forsyth
1379698	171886444	F	60	Caucasian	Forsyth
564531	171071277	M	67	Caucasian	Carteret
574446	171081192	M	51	Caucasian	Carteret
576899	171083645	M	60	Caucasian	Carteret
580554	171087300	M	44	Caucasian	Carteret
580945	171087691	F	67	Caucasian	Carteret
585432	171092178	F	60	Caucasian	Carteret
585621	171092367	F	52	Caucasian	Carteret
588947	171095693	F	29	Caucasian	Caldwell
589510	171096256	F	68	Caucasian	Carteret
593245	171099991	F	53	Caucasian	Carteret
607667	171114413	F	35	Caucasian	Durham
646655	171153401	M	45	Caucasian	Catawba
653917	171160663	M	61	Caucasian	Durham
684084	171190830	F	42	Caucasian	Catawba
687751	171194497	F	56	Caucasian	Catawba
690032	171196778	F	57	Caucasian	Catawba
698578	171205324	F	68	Caucasian	Catawba
704966	171211712	F	55	Caucasian	Catawba
706590	171213336	F	78	Black	Chatham
715833	171222579	F	83	Caucasian	Orange
716820	171223566	F	58	Caucasian	Chatham
716825	171223571	F	53	Caucasian	Chatham
717644	171224390	F	51	Caucasian	Chatham
718236	171224982	F	47	Caucasian	Chatham
718904	171225650	F	65	Caucasian	Chatham
722166	171228912	F	69	Caucasian	Chatham
